Gender,Age,Continent,Height,Weight,OTU,Count
female,18,North America,181,82,OTU85,4524
female,19,Europe,164,62,OTU85,1884
female,19,North America,179,87,OTU85,259
female,19,North America,188,69,OTU85,3735
female,20,Europe,184,65,OTU85,820
female,21,Asia,162,90,OTU85,4221
female,21,Europe,166,78,OTU85,1878
female,21,Europe,179,70,OTU85,2665
female,21,Europe,157,80,OTU85,4812
female,22,Europe,168,84,OTU85,821
female,22,Europe,174,58,OTU85,3334
female,22,Europe,182,77,OTU85,4174
female,22,North America,158,87,OTU85,3770
female,23,Europe,157,83,OTU85,4618
female,23,Europe,190,64,OTU85,511
female,24,Europe,187,82,OTU85,133
female,24,Europe,160,61,OTU85,2844
female,24,Europe,184,55,OTU85,671
female,24,North America,164,89,OTU85,2092
female,24,North America,169,90,OTU85,4712
female,25,Europe,188,83,OTU85,4558
female,25,North America,179,67,OTU85,1106
female,25,North America,178,76,OTU85,4235
female,26,Europe,168,88,OTU85,2892
female,26,Europe,179,64,OTU85,1574
female,26,Europe,155,73,OTU85,3174
female,26,Europe,160,68,OTU85,992
female,27,Asia,170,64,OTU85,4022
female,27,Europe,173,59,OTU85,4856
female,27,Europe,186,82,OTU85,4595
female,27,Europe,164,87,OTU85,2831
female,27,North America,186,57,OTU85,2729
female,28,Asia,166,77,OTU85,4397
female,28,Europe,175,85,OTU85,2454
female,28,Europe,163,63,OTU85,3360
female,29,Asia,164,73,OTU85,472
female,29,Europe,159,75,OTU85,808
female,29,Europe,184,85,OTU85,1356
female,29,North America,166,65,OTU85,701
female,29,North America,170,67,OTU85,1798
female,29,North America,167,81,OTU85,2767
female,29,North America,181,66,OTU85,2763
female,30,Europe,166,87,OTU85,3334
female,30,North America,161,78,OTU85,49
female,30,North America,181,57,OTU85,2082
female,31,Europe,166,77,OTU85,2598
female,32,Europe,156,78,OTU85,2684
female,32,Europe,169,87,OTU85,2792
female,33,Europe,174,75,OTU85,4679
female,33,Europe,166,77,OTU85,3643
female,33,North America,174,89,OTU85,2512
female,33,North America,158,90,OTU85,401
female,34,Europe,167,79,OTU85,3996
female,34,Europe,188,57,OTU85,2892
female,34,Europe,186,80,OTU85,1438
female,34,Europe,177,75,OTU85,938
female,34,North America,164,66,OTU85,1054
female,34,North America,171,62,OTU85,728
female,35,Asia,183,84,OTU85,2081
female,35,Europe,167,79,OTU85,3710
female,35,North America,182,90,OTU85,2085
female,35,North America,166,72,OTU85,260
female,35,North America,190,78,OTU85,512
male,18,Europe,188,69,OTU85,1824
male,18,Europe,175,73,OTU85,2902
male,18,North America,188,68,OTU85,2284
male,18,North America,184,75,OTU85,1529
male,18,North America,166,74,OTU85,2934
male,19,Asia,159,80,OTU85,4097
male,19,Europe,184,58,OTU85,970
male,19,Europe,189,79,OTU85,4140
male,19,Europe,185,81,OTU85,2936
male,19,North America,186,77,OTU85,762
male,20,Europe,170,89,OTU85,3472
male,20,Europe,178,90,OTU85,1283
male,20,North America,169,68,OTU85,745
male,20,North America,180,75,OTU85,2171
male,20,North America,166,78,OTU85,4734
male,21,Europe,172,76,OTU85,2332
male,22,Europe,183,86,OTU85,4588
male,22,Europe,158,70,OTU85,4535
male,22,North America,174,73,OTU85,1511
male,22,North America,186,81,OTU85,4233
male,23,Asia,186,72,OTU85,677
male,23,Europe,160,65,OTU85,1146
male,24,North America,177,73,OTU85,4653
male,24,North America,187,67,OTU85,1810
male,25,Europe,182,79,OTU85,4403
male,25,North America,185,82,OTU85,2485
male,25,North America,168,84,OTU85,1230
male,26,Asia,180,73,OTU85,2027
male,26,Asia,190,70,OTU85,2857
male,26,Europe,190,77,OTU85,4359
male,26,Europe,186,87,OTU85,3842
male,26,North America,179,76,OTU85,2872
male,26,North America,176,58,OTU85,4993
male,27,Europe,188,85,OTU85,4642
male,27,Europe,158,81,OTU85,2618
male,27,Europe,186,56,OTU85,3595
male,27,Europe,157,90,OTU85,700
male,27,North America,172,67,OTU85,4853
male,27,North America,162,66,OTU85,2869
male,28,Europe,175,80,OTU85,3311
male,28,Europe,162,85,OTU85,782
male,28,Europe,183,72,OTU85,2926
male,28,Europe,183,71,OTU85,1455
male,28,North America,175,80,OTU85,1745
male,29,Europe,164,74,OTU85,394
male,29,North America,190,86,OTU85,4015
male,30,Europe,185,71,OTU85,3472
male,30,Europe,186,58,OTU85,4487
male,30,Europe,162,57,OTU85,2484
male,30,North America,156,78,OTU85,4225
male,31,Asia,182,88,OTU85,4865
male,31,Europe,182,89,OTU85,595
male,31,Europe,180,83,OTU85,718
male,31,Europe,170,69,OTU85,975
male,31,Europe,178,84,OTU85,2180
male,31,North America,186,57,OTU85,2439
male,32,Asia,187,87,OTU85,2339
male,32,Europe,180,58,OTU85,4140
male,32,Europe,170,55,OTU85,4094
male,32,North America,157,79,OTU85,2673
male,32,North America,188,56,OTU85,985
male,32,North America,174,86,OTU85,1478
male,33,Europe,172,90,OTU85,3865
male,33,Europe,166,81,OTU85,4481
male,33,Europe,172,87,OTU85,2566
male,33,Europe,184,67,OTU85,4972
male,33,North America,183,86,OTU85,1337
male,34,Europe,174,78,OTU85,3836
male,34,Europe,159,61,OTU85,2156
male,34,North America,169,68,OTU85,1382
male,34,North America,178,58,OTU85,3718
male,34,North America,188,62,OTU85,2594
female,18,Asia,186,72,OTU86,4788
female,18,Europe,160,77,OTU86,4445
female,18,Europe,156,88,OTU86,3854
female,18,Europe,189,61,OTU86,2769
female,18,Europe,160,67,OTU86,1402
female,18,Europe,178,65,OTU86,1909
female,18,Europe,157,89,OTU86,4883
female,18,North America,181,82,OTU86,2664
female,19,Europe,164,62,OTU86,581
female,19,North America,179,87,OTU86,563
female,19,North America,188,69,OTU86,4186
female,20,Europe,184,65,OTU86,3210
female,21,Asia,162,90,OTU86,3129
female,21,Europe,166,78,OTU86,1884
female,21,Europe,179,70,OTU86,4067
female,21,Europe,157,80,OTU86,2480
female,22,Europe,168,84,OTU86,3004
female,22,Europe,174,58,OTU86,4516
female,22,Europe,182,77,OTU86,1490
female,22,North America,158,87,OTU86,4298
female,23,Europe,157,83,OTU86,3216
female,23,Europe,190,64,OTU86,4987
female,24,Europe,187,82,OTU86,1735
female,24,Europe,160,61,OTU86,1042
female,24,Europe,184,55,OTU86,1660
female,24,North America,164,89,OTU86,137
female,24,North America,169,90,OTU86,3316
female,25,Europe,188,83,OTU86,1450
female,25,North America,179,67,OTU86,4683
female,25,North America,178,76,OTU86,3591
female,26,Europe,168,88,OTU86,607
female,26,Europe,179,64,OTU86,3163
female,26,Europe,155,73,OTU86,2509
female,26,Europe,160,68,OTU86,4156
female,27,Asia,170,64,OTU86,3863
female,27,Europe,173,59,OTU86,3431
female,27,Europe,186,82,OTU86,3671
female,27,Europe,164,87,OTU86,325
female,27,North America,186,57,OTU86,4374
female,28,Asia,166,77,OTU86,1591
female,28,Europe,175,85,OTU86,2250
female,28,Europe,163,63,OTU86,202
female,29,Asia,164,73,OTU86,462
female,29,Europe,159,75,OTU86,1494
female,29,Europe,184,85,OTU86,1879
female,29,North America,166,65,OTU86,1787
female,29,North America,170,67,OTU86,2299
female,29,North America,167,81,OTU86,1057
female,29,North America,181,66,OTU86,2785
female,30,Europe,166,87,OTU86,926
female,30,North America,161,78,OTU86,4471
female,30,North America,181,57,OTU86,3116
female,31,Europe,166,77,OTU86,577
female,32,Europe,156,78,OTU86,4541
female,32,Europe,169,87,OTU86,4795
female,33,Europe,174,75,OTU86,1573
female,33,Europe,166,77,OTU86,4123
female,33,North America,174,89,OTU86,1671
female,33,North America,158,90,OTU86,1171
female,34,Europe,167,79,OTU86,727
female,34,Europe,188,57,OTU86,3051
female,34,Europe,186,80,OTU86,3178
female,34,Europe,177,75,OTU86,2230
female,34,North America,164,66,OTU86,777
female,34,North America,171,62,OTU86,269
female,35,Asia,183,84,OTU86,3832
female,35,Europe,167,79,OTU86,3369
female,35,North America,182,90,OTU86,2682
female,35,North America,166,72,OTU86,4113
female,35,North America,190,78,OTU86,4870
male,18,Europe,188,69,OTU86,1134
male,18,Europe,175,73,OTU86,162
male,18,North America,188,68,OTU86,2717
male,18,North America,184,75,OTU86,1644
male,18,North America,166,74,OTU86,3433
male,19,Asia,159,80,OTU86,4668
male,19,Europe,184,58,OTU86,880
male,19,Europe,189,79,OTU86,3555
male,19,Europe,185,81,OTU86,1086
male,19,North America,186,77,OTU86,3646
male,20,Europe,170,89,OTU86,3342
male,20,Europe,178,90,OTU86,2566
male,20,North America,169,68,OTU86,4430
male,20,North America,180,75,OTU86,3524
male,20,North America,166,78,OTU86,3131
male,21,Europe,172,76,OTU86,2391
male,22,Europe,183,86,OTU86,2814
male,22,Europe,158,70,OTU86,2516
male,22,North America,174,73,OTU86,1696
male,22,North America,186,81,OTU86,588
male,23,Asia,186,72,OTU86,2918
male,23,Europe,160,65,OTU86,4300
male,24,North America,177,73,OTU86,3022
male,24,North America,187,67,OTU86,843
male,25,Europe,182,79,OTU86,3114
male,25,North America,185,82,OTU86,3329
male,25,North America,168,84,OTU86,1867
male,26,Asia,180,73,OTU86,4146
male,26,Asia,190,70,OTU86,3576
male,26,Europe,190,77,OTU86,2160
male,26,Europe,186,87,OTU86,1550
male,26,North America,179,76,OTU86,3529
male,26,North America,176,58,OTU86,3985
male,27,Europe,188,85,OTU86,3372
male,27,Europe,158,81,OTU86,489
male,27,Europe,186,56,OTU86,4909
male,27,Europe,157,90,OTU86,4993
male,27,North America,172,67,OTU86,4288
male,27,North America,162,66,OTU86,4209
male,28,Europe,175,80,OTU86,848
male,28,Europe,162,85,OTU86,626
male,28,Europe,183,72,OTU86,4099
male,28,Europe,183,71,OTU86,1295
male,28,North America,175,80,OTU86,3783
male,29,Europe,164,74,OTU86,2281
male,29,North America,190,86,OTU86,2381
male,30,Europe,185,71,OTU86,2381
male,30,Europe,186,58,OTU86,2418
male,30,Europe,162,57,OTU86,4081
male,30,North America,156,78,OTU86,4183
male,31,Asia,182,88,OTU86,2772
male,31,Europe,182,89,OTU86,2600
male,31,Europe,180,83,OTU86,285
male,31,Europe,170,69,OTU86,3899
male,31,Europe,178,84,OTU86,4051
male,31,North America,186,57,OTU86,1083
male,32,Asia,187,87,OTU86,4908
male,32,Europe,180,58,OTU86,3087
male,32,Europe,170,55,OTU86,2253
male,32,North America,157,79,OTU86,946
male,32,North America,188,56,OTU86,1269
male,32,North America,174,86,OTU86,1847
male,33,Europe,172,90,OTU86,2067
male,33,Europe,166,81,OTU86,1242
male,33,Europe,172,87,OTU86,713
male,33,Europe,184,67,OTU86,451
male,33,North America,183,86,OTU86,766
male,34,Europe,174,78,OTU86,2468
male,34,Europe,159,61,OTU86,4894
male,34,North America,169,68,OTU86,2357
male,34,North America,178,58,OTU86,1613
male,34,North America,188,62,OTU86,306
female,18,Asia,186,72,OTU87,4853
female,18,Europe,160,77,OTU87,2178
female,18,Europe,156,88,OTU87,2817
female,18,Europe,189,61,OTU87,3653
female,18,Europe,160,67,OTU87,449
female,18,Europe,178,65,OTU87,2017
female,18,Europe,157,89,OTU87,1792
female,18,North America,181,82,OTU87,1561
female,19,Europe,164,62,OTU87,2903
female,19,North America,179,87,OTU87,4247
female,19,North America,188,69,OTU87,4764
female,20,Europe,184,65,OTU87,307
female,21,Asia,162,90,OTU87,1024
female,21,Europe,166,78,OTU87,2293
female,21,Europe,179,70,OTU87,1045
female,21,Europe,157,80,OTU87,3193
female,22,Europe,168,84,OTU87,4202
female,22,Europe,174,58,OTU87,4264
female,22,Europe,182,77,OTU87,168
female,22,North America,158,87,OTU87,338
female,23,Europe,157,83,OTU87,4988
female,23,Europe,190,64,OTU87,3914
female,24,Europe,187,82,OTU87,3840
female,24,Europe,160,61,OTU87,3510
female,24,Europe,184,55,OTU87,2085
female,24,North America,164,89,OTU87,1277
female,24,North America,169,90,OTU87,402
female,25,Europe,188,83,OTU87,1203
female,25,North America,179,67,OTU87,49
female,25,North America,178,76,OTU87,3309
female,26,Europe,168,88,OTU87,2508
female,26,Europe,179,64,OTU87,2244
female,26,Europe,155,73,OTU87,4161
female,26,Europe,160,68,OTU87,1672
female,27,Asia,170,64,OTU87,531
female,27,Europe,173,59,OTU87,1258
female,27,Europe,186,82,OTU87,1279
female,27,Europe,164,87,OTU87,171
female,27,North America,186,57,OTU87,2938
female,28,Asia,166,77,OTU87,4051
female,28,Europe,175,85,OTU87,2814
female,28,Europe,163,63,OTU87,2100
female,29,Asia,164,73,OTU87,2825
female,29,Europe,159,75,OTU87,92
female,29,Europe,184,85,OTU87,1183
female,29,North America,166,65,OTU87,2600
female,29,North America,170,67,OTU87,2653
female,29,North America,167,81,OTU87,4344
female,29,North America,181,66,OTU87,837
female,30,Europe,166,87,OTU87,4201
female,30,North America,161,78,OTU87,4383
female,30,North America,181,57,OTU87,4616
female,31,Europe,166,77,OTU87,1427
female,32,Europe,156,78,OTU87,890
female,32,Europe,169,87,OTU87,3284
female,33,Europe,174,75,OTU87,1711
female,33,Europe,166,77,OTU87,3383
female,33,North America,174,89,OTU87,2811
female,33,North America,158,90,OTU87,3119
female,34,Europe,167,79,OTU87,3933
female,34,Europe,188,57,OTU87,2092
female,34,Europe,186,80,OTU87,1811
female,34,Europe,177,75,OTU87,4724
female,34,North America,164,66,OTU87,3358
female,34,North America,171,62,OTU87,3753
female,35,Asia,183,84,OTU87,1550
female,35,Europe,167,79,OTU87,3979
female,35,North America,182,90,OTU87,3106
female,35,North America,166,72,OTU87,27
female,35,North America,190,78,OTU87,269
male,18,Europe,188,69,OTU87,1654
male,18,Europe,175,73,OTU87,4051
male,18,North America,188,68,OTU87,4563
male,18,North America,184,75,OTU87,2320
male,18,North America,166,74,OTU87,278
male,19,Asia,159,80,OTU87,5000
male,19,Europe,184,58,OTU87,3230
male,19,Europe,189,79,OTU87,3045
male,19,Europe,185,81,OTU87,2491
male,19,North America,186,77,OTU87,85
male,20,Europe,170,89,OTU87,3838
male,20,Europe,178,90,OTU87,594
male,20,North America,169,68,OTU87,1979
male,20,North America,180,75,OTU87,3320
male,20,North America,166,78,OTU87,2966
male,21,Europe,172,76,OTU87,2
male,22,Europe,183,86,OTU87,3690
male,22,Europe,158,70,OTU87,1702
male,22,North America,174,73,OTU87,1212
male,22,North America,186,81,OTU87,378
male,23,Asia,186,72,OTU87,2893
male,23,Europe,160,65,OTU87,332
male,24,North America,177,73,OTU87,3965
male,24,North America,187,67,OTU87,563
male,25,Europe,182,79,OTU87,2755
male,25,North America,185,82,OTU87,3143
male,25,North America,168,84,OTU87,1338
male,26,Asia,180,73,OTU87,2209
male,26,Asia,190,70,OTU87,5
male,26,Europe,190,77,OTU87,2483
male,26,Europe,186,87,OTU87,4086
male,26,North America,179,76,OTU87,2354
male,26,North America,176,58,OTU87,1608
male,27,Europe,188,85,OTU87,3647
male,27,Europe,158,81,OTU87,3159
male,27,Europe,186,56,OTU87,3531
male,27,Europe,157,90,OTU87,2117
male,27,North America,172,67,OTU87,2208
male,27,North America,162,66,OTU87,3329
male,28,Europe,175,80,OTU87,429
male,28,Europe,162,85,OTU87,3112
male,28,Europe,183,72,OTU87,401
male,28,Europe,183,71,OTU87,2356
male,28,North America,175,80,OTU87,2576
male,29,Europe,164,74,OTU87,3048
male,29,North America,190,86,OTU87,1983
male,30,Europe,185,71,OTU87,3291
male,30,Europe,186,58,OTU87,3412
male,30,Europe,162,57,OTU87,2692
male,30,North America,156,78,OTU87,4974
male,31,Asia,182,88,OTU87,3918
male,31,Europe,182,89,OTU87,2437
male,31,Europe,180,83,OTU87,4302
male,31,Europe,170,69,OTU87,2036
male,31,Europe,178,84,OTU87,777
male,31,North America,186,57,OTU87,3985
male,32,Asia,187,87,OTU87,102
male,32,Europe,180,58,OTU87,948
male,32,Europe,170,55,OTU87,229
male,32,North America,157,79,OTU87,4560
male,32,North America,188,56,OTU87,1042
male,32,North America,174,86,OTU87,3118
male,33,Europe,172,90,OTU87,1310
male,33,Europe,166,81,OTU87,4937
male,33,Europe,172,87,OTU87,1705
male,33,Europe,184,67,OTU87,1004
male,33,North America,183,86,OTU87,3361
male,34,Europe,174,78,OTU87,2090
male,34,Europe,159,61,OTU87,1521
male,34,North America,169,68,OTU87,1620
male,34,North America,178,58,OTU87,824
male,34,North America,188,62,OTU87,2242
female,18,Asia,186,72,OTU88,2203
female,18,Europe,160,77,OTU88,4839
female,18,Europe,156,88,OTU88,2607
female,18,Europe,189,61,OTU88,2952
female,18,Europe,160,67,OTU88,2686
female,18,Europe,178,65,OTU88,3768
female,18,Europe,157,89,OTU88,665
female,18,North America,181,82,OTU88,3462
female,19,Europe,164,62,OTU88,963
female,19,North America,179,87,OTU88,4528
female,19,North America,188,69,OTU88,2488
female,20,Europe,184,65,OTU88,2010
female,21,Asia,162,90,OTU88,491
female,21,Europe,166,78,OTU88,4781
female,21,Europe,179,70,OTU88,514
female,21,Europe,157,80,OTU88,294
female,22,Europe,168,84,OTU88,1367
female,22,Europe,174,58,OTU88,4647
female,22,Europe,182,77,OTU88,845
female,22,North America,158,87,OTU88,3420
female,23,Europe,157,83,OTU88,2788
female,23,Europe,190,64,OTU88,766
female,24,Europe,187,82,OTU88,3182
female,24,Europe,160,61,OTU88,189
female,24,Europe,184,55,OTU88,4384
female,24,North America,164,89,OTU88,3378
female,24,North America,169,90,OTU88,3087
female,25,Europe,188,83,OTU88,125
female,25,North America,179,67,OTU88,3749
female,25,North America,178,76,OTU88,2978
female,26,Europe,168,88,OTU88,4714
female,26,Europe,179,64,OTU88,1516
female,26,Europe,155,73,OTU88,4099
female,26,Europe,160,68,OTU88,4246
female,27,Asia,170,64,OTU88,2704
female,27,Europe,173,59,OTU88,2577
female,27,Europe,186,82,OTU88,1810
female,27,Europe,164,87,OTU88,2658
female,27,North America,186,57,OTU88,743
female,28,Asia,166,77,OTU88,609
female,28,Europe,175,85,OTU88,4042
female,28,Europe,163,63,OTU88,2293
female,29,Asia,164,73,OTU88,61
female,29,Europe,159,75,OTU88,734
female,29,Europe,184,85,OTU88,1654
female,29,North America,166,65,OTU88,242
female,29,North America,170,67,OTU88,2343
female,29,North America,167,81,OTU88,1478
female,29,North America,181,66,OTU88,3994
female,30,Europe,166,87,OTU88,824
female,30,North America,161,78,OTU88,2130
female,30,North America,181,57,OTU88,2284
female,31,Europe,166,77,OTU88,342
female,32,Europe,156,78,OTU88,3358
female,32,Europe,169,87,OTU88,2619
female,33,Europe,174,75,OTU88,190
female,33,Europe,166,77,OTU88,4407
female,33,North America,174,89,OTU88,2691
female,33,North America,158,90,OTU88,4121
female,34,Europe,167,79,OTU88,3008
female,34,Europe,188,57,OTU88,1701
female,34,Europe,186,80,OTU88,3771
female,34,Europe,177,75,OTU88,2589
female,34,North America,164,66,OTU88,1859
female,34,North America,171,62,OTU88,646
female,35,Asia,183,84,OTU88,2991
female,35,Europe,167,79,OTU88,323
female,35,North America,182,90,OTU88,868
female,35,North America,166,72,OTU88,1996
female,35,North America,190,78,OTU88,1558
male,18,Europe,188,69,OTU88,3409
male,18,Europe,175,73,OTU88,4631
male,18,North America,188,68,OTU88,1891
male,18,North America,184,75,OTU88,3671
male,18,North America,166,74,OTU88,664
male,19,Asia,159,80,OTU88,1529
male,19,Europe,184,58,OTU88,942
male,19,Europe,189,79,OTU88,3667
male,19,Europe,185,81,OTU88,1117
male,19,North America,186,77,OTU88,1941
male,20,Europe,170,89,OTU88,4299
male,20,Europe,178,90,OTU88,4397
male,20,North America,169,68,OTU88,2083
male,20,North America,180,75,OTU88,990
male,20,North America,166,78,OTU88,2168
male,21,Europe,172,76,OTU88,4882
male,22,Europe,183,86,OTU88,4097
male,22,Europe,158,70,OTU88,2446
male,22,North America,174,73,OTU88,942
male,22,North America,186,81,OTU88,3655
male,23,Asia,186,72,OTU88,3120
male,23,Europe,160,65,OTU88,958
male,24,North America,177,73,OTU88,1484
male,24,North America,187,67,OTU88,2254
male,25,Europe,182,79,OTU88,4349
male,25,North America,185,82,OTU88,776
male,25,North America,168,84,OTU88,1618
male,26,Asia,180,73,OTU88,2496
male,26,Asia,190,70,OTU88,479
male,26,Europe,190,77,OTU88,160
male,26,Europe,186,87,OTU88,860
male,26,North America,179,76,OTU88,137
male,26,North America,176,58,OTU88,4519
male,27,Europe,188,85,OTU88,4966
male,27,Europe,158,81,OTU88,4443
male,27,Europe,186,56,OTU88,2527
male,27,Europe,157,90,OTU88,4054
male,27,North America,172,67,OTU88,3876
male,27,North America,162,66,OTU88,2446
male,28,Europe,175,80,OTU88,4083
male,28,Europe,162,85,OTU88,3653
male,28,Europe,183,72,OTU88,4838
male,28,Europe,183,71,OTU88,986
male,28,North America,175,80,OTU88,2744
male,29,Europe,164,74,OTU88,2937
male,29,North America,190,86,OTU88,2813
male,30,Europe,185,71,OTU88,3334
male,30,Europe,186,58,OTU88,732
male,30,Europe,162,57,OTU88,4074
male,30,North America,156,78,OTU88,355
male,31,Asia,182,88,OTU88,3161
male,31,Europe,182,89,OTU88,3377
male,31,Europe,180,83,OTU88,2058
male,31,Europe,170,69,OTU88,1432
male,31,Europe,178,84,OTU88,631
male,31,North America,186,57,OTU88,4927
male,32,Asia,187,87,OTU88,3001
male,32,Europe,180,58,OTU88,3760
male,32,Europe,170,55,OTU88,2413
male,32,North America,157,79,OTU88,1541
male,32,North America,188,56,OTU88,408
male,32,North America,174,86,OTU88,1060
male,33,Europe,172,90,OTU88,930
male,33,Europe,166,81,OTU88,1424
male,33,Europe,172,87,OTU88,2937
male,33,Europe,184,67,OTU88,2482
male,33,North America,183,86,OTU88,2256
male,34,Europe,174,78,OTU88,3757
male,34,Europe,159,61,OTU88,3222
male,34,North America,169,68,OTU88,1247
male,34,North America,178,58,OTU88,1613
male,34,North America,188,62,OTU88,3286
female,18,Asia,186,72,OTU89,1317
female,18,Europe,160,77,OTU89,3192
female,18,Europe,156,88,OTU89,4571
female,18,Europe,189,61,OTU89,74
female,18,Europe,160,67,OTU89,4340
female,18,Europe,178,65,OTU89,1894
female,18,Europe,157,89,OTU89,4538
female,18,North America,181,82,OTU89,4599
female,19,Europe,164,62,OTU89,3161
female,19,North America,179,87,OTU89,4735
female,19,North America,188,69,OTU89,1164
female,20,Europe,184,65,OTU89,1589
female,21,Asia,162,90,OTU89,2615
female,21,Europe,166,78,OTU89,3265
female,21,Europe,179,70,OTU89,3226
female,21,Europe,157,80,OTU89,4811
female,22,Europe,168,84,OTU89,2792
female,22,Europe,174,58,OTU89,1603
female,22,Europe,182,77,OTU89,1941
female,22,North America,158,87,OTU89,2055
female,23,Europe,157,83,OTU89,1882
female,23,Europe,190,64,OTU89,4603
female,24,Europe,187,82,OTU89,2909
female,24,Europe,160,61,OTU89,1662
female,24,Europe,184,55,OTU89,2120
female,24,North America,164,89,OTU89,1503
female,24,North America,169,90,OTU89,1816
female,25,Europe,188,83,OTU89,4945
female,25,North America,179,67,OTU89,2218
female,25,North America,178,76,OTU89,1043
female,26,Europe,168,88,OTU89,2739
female,26,Europe,179,64,OTU89,2478
female,26,Europe,155,73,OTU89,4906
female,26,Europe,160,68,OTU89,1087
female,27,Asia,170,64,OTU89,2353
female,27,Europe,173,59,OTU89,1544
female,27,Europe,186,82,OTU89,2706
female,27,Europe,164,87,OTU89,3948
female,27,North America,186,57,OTU89,1130
female,28,Asia,166,77,OTU89,1492
female,28,Europe,175,85,OTU89,248
female,28,Europe,163,63,OTU89,3204
female,29,Asia,164,73,OTU89,1645
female,29,Europe,159,75,OTU89,2869
female,29,Europe,184,85,OTU89,4428
female,29,North America,166,65,OTU89,3910
female,29,North America,170,67,OTU89,1454
female,29,North America,167,81,OTU89,125
female,29,North America,181,66,OTU89,4663
female,30,Europe,166,87,OTU89,3470
female,30,North America,161,78,OTU89,2510
female,30,North America,181,57,OTU89,4217
female,31,Europe,166,77,OTU89,4180
female,32,Europe,156,78,OTU89,3212
female,32,Europe,169,87,OTU89,390
female,33,Europe,174,75,OTU89,64
female,33,Europe,166,77,OTU89,4021
female,33,North America,174,89,OTU89,4792
female,33,North America,158,90,OTU89,1755
female,34,Europe,167,79,OTU89,2298
female,34,Europe,188,57,OTU89,4389
female,34,Europe,186,80,OTU89,567
female,34,Europe,177,75,OTU89,3927
female,34,North America,164,66,OTU89,2262
female,34,North America,171,62,OTU89,1715
female,35,Asia,183,84,OTU89,2594
female,35,Europe,167,79,OTU89,2051
female,35,North America,182,90,OTU89,4578
female,35,North America,166,72,OTU89,2126
female,35,North America,190,78,OTU89,1491
male,18,Europe,188,69,OTU89,4397
male,18,Europe,175,73,OTU89,2623
male,18,North America,188,68,OTU89,2874
male,18,North America,184,75,OTU89,2463
male,18,North America,166,74,OTU89,175
male,19,Asia,159,80,OTU89,4905
male,19,Europe,184,58,OTU89,168
male,19,Europe,189,79,OTU89,1709
male,19,Europe,185,81,OTU89,2853
male,19,North America,186,77,OTU89,2365
male,20,Europe,170,89,OTU89,4650
male,20,Europe,178,90,OTU89,2794
male,20,North America,169,68,OTU89,45
male,20,North America,180,75,OTU89,1246
male,20,North America,166,78,OTU89,3971
male,21,Europe,172,76,OTU89,1110
male,22,Europe,183,86,OTU89,3067
male,22,Europe,158,70,OTU89,208
male,22,North America,174,73,OTU89,1788
male,22,North America,186,81,OTU89,1592
male,23,Asia,186,72,OTU89,2730
male,23,Europe,160,65,OTU89,2076
male,24,North America,177,73,OTU89,2687
male,24,North America,187,67,OTU89,3313
male,25,Europe,182,79,OTU89,4418
male,25,North America,185,82,OTU89,4803
male,25,North America,168,84,OTU89,3791
male,26,Asia,180,73,OTU89,2836
male,26,Asia,190,70,OTU89,4760
male,26,Europe,190,77,OTU89,3473
male,26,Europe,186,87,OTU89,274
male,26,North America,179,76,OTU89,4933
male,26,North America,176,58,OTU89,2909
male,27,Europe,188,85,OTU89,279
male,27,Europe,158,81,OTU89,1400
male,27,Europe,186,56,OTU89,1471
male,27,Europe,157,90,OTU89,2985
male,27,North America,172,67,OTU89,4928
male,27,North America,162,66,OTU89,3055
male,28,Europe,175,80,OTU89,4113
male,28,Europe,162,85,OTU89,3896
male,28,Europe,183,72,OTU89,176
male,28,Europe,183,71,OTU89,4570
male,28,North America,175,80,OTU89,3544
male,29,Europe,164,74,OTU89,3103
male,29,North America,190,86,OTU89,2298
male,30,Europe,185,71,OTU89,4612
male,30,Europe,186,58,OTU89,3246
male,30,Europe,162,57,OTU89,4036
male,30,North America,156,78,OTU89,3250
male,31,Asia,182,88,OTU89,4291
male,31,Europe,182,89,OTU89,4256
male,31,Europe,180,83,OTU89,4873
male,31,Europe,170,69,OTU89,1988
male,31,Europe,178,84,OTU89,1949
male,31,North America,186,57,OTU89,1472
male,32,Asia,187,87,OTU89,948
male,32,Europe,180,58,OTU89,3806
male,32,Europe,170,55,OTU89,919
male,32,North America,157,79,OTU89,1753
male,32,North America,188,56,OTU89,3616
male,32,North America,174,86,OTU89,4081
male,33,Europe,172,90,OTU89,20
male,33,Europe,166,81,OTU89,5000
male,33,Europe,172,87,OTU89,467
male,33,Europe,184,67,OTU89,292
male,33,North America,183,86,OTU89,2448
male,34,Europe,174,78,OTU89,3131
male,34,Europe,159,61,OTU89,4061
male,34,North America,169,68,OTU89,1397
male,34,North America,178,58,OTU89,4246
male,34,North America,188,62,OTU89,2097
female,18,Asia,186,72,OTU90,2617
female,18,Europe,160,77,OTU90,1301
female,18,Europe,156,88,OTU90,818
female,18,Europe,189,61,OTU90,1860
female,18,Europe,160,67,OTU90,25
female,18,Europe,178,65,OTU90,4582
female,18,Europe,157,89,OTU90,3262
female,18,North America,181,82,OTU90,228
female,19,Europe,164,62,OTU90,238
female,19,North America,179,87,OTU90,2739
female,19,North America,188,69,OTU90,4412
female,20,Europe,184,65,OTU90,3269
female,21,Asia,162,90,OTU90,2467
female,21,Europe,166,78,OTU90,256
female,21,Europe,179,70,OTU90,4978
